,comments,score,sentiments
191,Wajah munafik . . .,0,neutral
192,Bahlul mukanya  kecewa ..kaga seneng dia kehilangan suap,-1,negative
193,Masih banyak tambang kita,-1,negative
194,Tanah milik orang Papua... Jangan sembarangan memberi ijin para Pencuri menghancurkan Tanah Leluhur Orang Papua 🙋‍♂️,-1,negative
195,bahlil pucet noh di belakang.,0,neutral
196,"jacut jendral 
memang sengaja membuat kekacauan saat jendral menjabat ...",-1,negative
197,Bukan sekedar di jabut izinnya saja.... Tapi terus di usutya,-1,negative
198,"Jangan cuma ""AKAN""  jangan cuma janji",-1,negative
199,Berarti ada yg lain yg blm dicabut?..Lebih baik dikerjakan negara sendiri sja pak prabowo..kapal2 juga milik negara..kapal jokowi larang beroprasi..nikel jangan dijual ke cina dg harga yg mursh dan gk ada pajaknya lagj...gimana sih jokowi itu enaknya sendiri keterlaluan..otaknya dimana gk tanggung2 lo memiskinkan negara..dasar penghianat,-1,negative
200,sebelum jokowi pki bejad mampus jangan harap kita Rakyat bisa hidup tentram,-1,negative
201,P.prabowo knp raja empat didholimi,0,neutral
202,Sudah hancur babak belur raja ampat baru dicabut😂,-1,negative
203,"Kawal agar putusan ini bukan utk menyenangkan rakyat semata,pelakunya harus diadili atas pelanggaran perusakan hutan.",-1,negative
204,Lah PT GAG-nya gimana kocak,-1,negative
205,Emang hasilnya apa banyak tambang dikelola diindonesia utang negara malah numpuk,-1,negative
206,Semua di cabut Pak...jangan ada lagi yg kerja...BILA rakyat sudah bergerak hancur semua nanti.,-1,negative
207,Mirip Harmoko. Menurut petunjuk bapa presiden 😂,1,positive
208,"Alhamdulillah,,, semoga konsisten,,tp msh menyisakan tanda tanya, ""kenapa harus viral dahulu baru ada respon Pak Presiden""?
Jgn hanya pencitraan ya, Pak Presiden",-1,negative
209,Semuanya dong,-1,negative
210,Itu hanya untuk sementara nanti kalau SDH adem oprasi lagi,-1,negative
211,Sekslian menterinya diganti,0,neutral
212,"Terus terang, melihat muka si Bahlil, saya seperti melihat iblis.",-1,negative
213,UD pak pecat aj Bahlul pak,-1,negative
214,Salm berkah tolong semua tambang di selidiki karna kesejahteraan TDK akan tercapai bila TDK ada keadilan dan kebohongan dan biasa bohong berhenti dan bertaobat atau menunggu asab neraka karna tnda munapik menurut rasullah salah satunya berbohong atau dusta dan berkhianat..,-1,negative
215,Cabut dan usut perusahaan itu,-1,negative
216,"Elehhh itu wacana baru akan,,,tapi cuma omon omon aja,,,macan asia katanya tapi takut sama tukang kayu dari solo😂😂😂jadi meong aja ndk usah jadi macan apalagi macan asia,,,kalo meong kan gampang dikibulin juga dibodohi 😂😂😂",-1,negative
217,❤❤❤❤❤❤❤,1,positive
218,Cabut izin sematara atau selamanya dan suru pa Persiden pa parbaowo dan wakil nya yg berbicara sendri di media melalu Konfirpes di media,-1,negative
219,pecatt bahlull,0,neutral
220,"Kok empat, yg satu gimana ? Jangan2 yg 4 belum aktif, yg sudah aktif satu yg tidak dicabut",-1,negative
221,"Kalau pk peresiden cabut izin penambangan.gmn kalau kita ramai"" cabut nyawa BAHLIL setunu ngak",-1,negative
222,kuncinya stop total jangan ada lagi yg beroperasi.kalau masih ada yg beroperasi rakyat yg nyetopnya.,-1,negative
223,"Puji Tuhan ,Presiden lbh cinta rakyat nya.",1,positive
224,Tapi usut menantu jokowi dan luhut ini selama 10 th berkuasa hutan2 banyak yg gundul usut jangan tembang pilih hukum tajam dibawah tumpul diatas,-1,negative
225,Harus ada transparansi dan pengawasan langsung supaya rakyat percaya bukan omon2 belaka,-1,negative
226,Jangan asal cabut tanpa pengawasan...nanti tetep jalan,-1,negative
227,Yg melangar  hrus tetap di tindak  agar jera.,-1,negative
228,Bahlol kelihatan sedih ada tambang yg di cabut.😂😂😂,-1,negative
229,Coba klo rakyat tdk bersuara. Paling tambang 2 terus meluas,0,neutral
230,Alhamdullilah izin usaha pertambangan  4 perusahaan di Raja Ampat di cabut. ❤❤❤❤,1,positive
231,Kenapa kalo lagi viral sudah rusak baru di tangani???,-1,negative
232,Memang tambang yang di raja Ampat ada berapa perusahaan pak???,-1,negative
233,🤲🤲🤲🤲🤲🤲,0,neutral
234,Cabut semua,-1,negative
235,"Ga jelas juga Prabowo nih,klo ga virall dn g bikin heboh juga tak mungkin ada tindakan dari presiden..ya Allah sudah rusak dn bejad moral pemimpin negri nih,hancur kn ya Allah sistem di negri nih yg begtu mengikat,ya Allah jaya kn Islam di Indonesia dn dunia segera kn janji mu ya Allah,gr kelak negri nih adil makmur dn sejahtera rakyatnya 
Aamiin",1,positive
236,Itu yg di sebelah orang bukan ngeri x serem jadi atut,-1,negative
237,"Yg empat di cabut yg lain tidak,nanti yg empat bikin lagi",-1,negative
238,Paling paling yg di cabut ijinya ya yg di luar Jokowi Luhut sama Bahlil kalau ketiga ini tetap di lindungi,1,positive
239,Bahlil PECAT saja pak begitu juga listiosigit diganti saja pak begitu juga Tito Karnavian di ganti saja pak.  Luhut Panjaitan diganti saja pak srimulyani diganti saja pak itu semua Genk Jokowi,-1,negative
240,"Dihentikan semua ijin nya, jangan disisakan, katanya ada satu ysng gs dicsbut",-1,negative
241,"Jangan cuma di cabut, tangkap dan usut itu mafia nya",-1,negative
242,Yang pakai kemeja batik coklat gantilah juga pak,-1,negative
243,Cabut ijinnya dan tutup !!!,-1,negative
244,Serasa gk berdosa wajahmu itu Bahlil 🫵😡😡😡,-1,negative
245,"Betul ,cabut iup..sekalian cabut otak e bahlul",-1,negative
246,"cukup tambang emas saja,sejaterahbkah rakyat ?????",-1,negative
247,Bahlil nyanun,0,neutral
248,"Taipan aguan usut saja itu buat miskin mereka dan keluarganya,",-1,negative
249,Pak Prabowo memang top,0,neutral
250,Mampus....si bahlil udah malu banget tuh liat mukanya kasian deh,-1,negative
251,"Ini betul sekali sudah banyak pakar , tokoh masyarakat dan masyarakat sendiri yg tidak setuju tambang di raka empat dilanjutkan karena merusak lingkungan dan obyek wisata yang sudah terkenal di dunia.",-1,negative
252,Mantap👍👆👍👍❤,1,positive
253,Mentri nya pecat sekalian,-1,negative
254,"Presiden omon""",1,positive
255,Di belakang lu tu kaya 😂😂😂😆,1,positive
256,"Kok cuma 4.
Tp ada 13 yg pny hak istimewa",-1,negative
257,Semoga enggak Omon omon😂😂😂,1,positive
258,Buktikan..biar.rakyat..percaya..pak..,0,neutral
259,Bahlul sekalian di cabut biar aman....,-1,negative
260,Pecat bahlul sekalian pk,-1,negative
261,❤❤❤❤❤❤❤❤❤❤❤❤,1,positive
262,"Jangan percaya, ini juga akan berubah karena Wowo juga bagian dari komplotan tambang dan satu komplotan dengan koruptor",-1,negative
263,Itu si bahlul ngapain di belakang...😊😊😊,1,positive
264,Delok raine bahlul koyo munyok,-1,negative
265,"Kox di cabut ijinya,,,,yang kasih ijin siapa ,,,,Kocak",-1,negative
266,Masih ada yg Maruk keruk hasil bumi ..di bawah komando presiden prabowo,0,neutral
267,👍👍👍👍,0,neutral
268,Ajooor....... ajooorrr era jokowi kasih ijin. Baru tahu skr rusak lingkungan,-1,negative
269,"Percuma di teruskn jga,bukn untuk menyejahterakan rakyatnya, ttp aj buat anjiing2 kurap pengusa,Negara maling Indonesia itu yg maju",-1,negative
270,Masih ad perusahaan yg lain ap g???,0,neutral
271,BAHLIL MANUSIA PERAMPAS PENIPU BAJINGAN,0,neutral
272,"Allhamdullilah,,,Terimakasih bapak Presiden Prabowo yang PRO RAKYAT",0,neutral
273,"Pak presiden Prabowo mulai unjuk Gigi.... salam,macan asia",1,positive
274,"Sebelum jadi presiden bapak Prabowo pernah bilang ingin Mewakafkan sisa usia utk rakyat bangsa Indonesia, jadi bapak tepati janji itu,rawe rawe rantas Malang Malang Putung",-1,negative
275,Sehat slalu pak Prabowo🤲🤲🤲🤲🤲🤲👍,-1,negative
276,"Coba buat pertambangan di langit  , serakah banget manusia ,",1,positive
277,"Mantap Alhamdilillah 
semoga yang menjalankan tugas ini Amanah  ' harus ada petugas yang ngontrol benar di jabut apa nggak 'belum nya TA BAROKALLOOH Aamiin YA ALLOOH SWT YANG MAHA KUASA🙏🙏🤲🤲🤍🤍🤍🤍💚💚💚💚",1,positive
278,Yg memberi izin itu Jokowi,-1,negative
279,"Karena terlanjur viral aja bang, kalo ngga viral msh lewat begitu aja. Itu aja masih disisain satu yg ga dicabut punya geng solo",-1,negative
280,​ @RONYJOHAN-o2q  ini namanya perang anti gerilya contra intelijen versi clandeistein. Karema presiden tidak bisa frontal perang terbuka secara head to head karena sdm yg di miliki musuh masih terlalu kuat. Tunggu sampai di preteli satu persatu dulu hingga batas tertentu sampai presiden punya kekuatan tawar dan negoisasi yg kuat baru akan kita lihat satu persatu masalah di negeri ini akan selesai. Dan jika tidak bisa di negoisasikan maka tangan besi akan menjadi opsi terakhir untuk menghancurkan para musuh musuh negara ini. Intinya jika kekuatan presiden sudah melebihi kekuatan musuh dan sudah terkonsolidasi secara penuh dengan kontrol terpusat maka insya allah semua akan selesai dengan cepat.,-1,negative
281,Kenapa GAG kok gak dicabut ijin nya,-1,negative
282,"Bukan hanya cabut bodoh, tp yg terlibat harus di hukum seberat²nya. Semua yg memberi ijinnya",-1,negative
283,Mantaaap❤❤❤❤❤,1,positive
284,Penjarankan pelakux..,0,neutral
285,Yang heboh PTGAG kok gak di cabut izinnya?????,-1,negative
286,"Bahlil mukanya kendor😂
Kawal terus,, di sini di cabut, rp berjalan terus secara diam²",-1,negative
287,Balil cengar cengir aja tuh,1,positive
288,Cocok Demi Indinesia lebih baik mantap bapak Presiden Demi kekayaan Wisata dunia👍🇮🇩🇮🇩🇮🇩🇮🇩,1,positive
289,"Kok.....AKAN DICABUT..??????
TIDAK TEGASSSSS",-1,negative
290,Pecat saja itu menteri titipan pemerintah sebelumnya,-1,negative
291,"Udah rusak udah ancur bumi Indonesia baru di turup...
Udah kaya raya pejabat.. bodoh",-1,negative
292,Jabut semua bukan hanya 4 ...,-1,negative
293,Yang di BELAKANG ITU HARUS BERTANGGUNG JWB. JGN CUMA DI CABUT IZIN NYA,-1,negative
294,Mohon di tinjau pak menteri tambang di Nabire  Makimi daerah transmigrasi,-1,negative
295,"Lucu haru nya bukan 4 izin yang di cabut..
Tetapi semua pertambangan dilarang di raja 4.. ko tipu tipu terus sih.. bosan dan menjijikan kalian pengurus negri ini",-1,negative
296,Singkirkan penghianat yg dibelakang itu...,-1,negative
297,Ini hebatnya President yang Iklas...,-1,negative
298,To si manusia bahlol harus di berhentikan kalau dia masih memegang sual izin explutasi di negri ini insaya allah bomi di megri ini akan rusak karna dia,-1,negative
299,"Horeeee, Bagus, pertama memghilangkan kegaduhan selanjutnya  memeriksa jangan2 ada ketidakberesan.
Sinyalnya, kapal pengangkut saja dipasang nama raja Jawa dan permaisuri.",-1,negative
300,D USUT SIAPA YANG PUNYA TAMBANG ITU ....ITU JELAS ILEGAL.....HARUS D PIDANA ATAU PERDATA,-1,negative
301,Mantab 🤲🤲👍👍,0,neutral
302,Iya bikin benalu.. skalian wapresnya Wowo.. si anak haram konstitusi . Pantas bapakny masih ngerasa berkuasa.. masih kebal hukum,-1,negative
303,Si Bahlul cengar cengir,-1,negative
304,APAPUN ALASANYA.  HARUS. DI. TITUP. PERMANEN,0,neutral
305,BAHIL DAN. JOKOWI.  RAKUS. TAMBANG DI. RAJA.  AMPAT,0,neutral
306,"Akan mencabut, 

Blm terlaksana sodara² sebangsa dan setanah air",-1,negative
307,Ko dicabut.... Kan masih jauh sekitar 30 /40 km dari situs Raja ampat....,-1,negative
308,Nunggu menteri nya yg cabut.. kelamaan.. banyak ngelesnya..😅😅😅,1,positive
309,Jgn di cabut   pidanakan kerusakan alamnya,-1,negative
310,Nanti biasanya bikin lagi ke situ lagi dengan PT yang lain,-1,negative
311,"Sisanya tetap aja mengeruk nikel,,,,nih bos",1,positive
312,Sekalian pak mentri nya di pecat aja,0,neutral
313,"Alhamdulillah, 
Perusahaan perusak lingkungan tsb, harus perbaiki lingkungan tambang yg telah dirusak",1,positive
314,Cabut jg Bahlil,-1,negative
315,Tetap Rakyat tdk percaya....lha wong.....orangnya masih nongkrong di kabinet.,0,neutral
316,PECAT BAHLIL,-1,negative
317,Bahlul kaga jadi dapat cuan😂😂😂😂,1,positive
318,Yg wajib di CABUT ORANG BAWA BATIK DI BELAKANGMU PAK.LAIAK BANGET.,-1,negative
319,Dicabut 4 dari 5 ijin tambang😂,0,neutral
320,Selain di cabut usut siapa pelaku yg mengizinkan perusahaan² itu,-1,negative
321,Lemot Prabowo KLO udah rame baru gerak ..negeri gila,-1,negative
322,Anjjng yg kasih izin nya hukum mati lah kalo brani,-1,negative
323,Kan gw bilang. RI 1 itu punya kuasa ngambil keputusan coy😂,1,positive
324,Pasti punya bahil sih aman,1,positive
325,Kan yg mengijinkan partai PDIP jadi kalau ga ada reaksi rakyat ya ga di tutup karna ga enak sama bu mega dong,1,positive
326,Cabut juga tuh si bahlil,-1,negative
327,Knapa gk di cabut smua... Kn ada 5. Bhkan yg 4 itu cumn kroco2nya,-1,negative
328,Yg satu gimana😂😂😂,1,positive
329,bukan cuma dicabut ijinnya tapi mentrinya dipecat juga baru rakyat percaya dan puas,0,neutral
330,"IALAH KENYANG MAU SENDIRI,SEDIKIT NGGA ADA BUAT RAKYAT,SEMUA PERTAMBANGAN NGGA ADA UNTUNGNYA BUAT RAKYAT,YANG ADA KORUPSI TRILYUNAN",-1,negative
331,Udh rusak baru di cabut 😂😂,-1,negative
332,ALHAMDULILLAH,1,positive
333,Mampus kau Bahlil.jadi Pejabat kau Rakus dan tamak semua kekayaan alam ini kau jual utk keuntungan Pribadi dan kroni2 mu....,-1,negative
334,AALAMDULILAH ❤❤❤❤❤❤❤❤❤...LUAR BIASA CIPTANYA,1,positive
335,Penjara kan pelaku nya. Jgn hanya mencabut,-1,negative
336,bahlil cengar cengir,0,neutral
337,"Alhamdulilah terimakasih ya Aalloh lewat bapa Prabobowo akhirnya d cabut juga,.semoag d panjang umur dan kesehatan,.",1,positive
338,Kenapa 4..aja seluruh Indonesia lah lebih. bagus. Biar lingkungan tdk rusak...terutama di Kalimantan,0,neutral
339,Berikut bahlil,0,neutral
340,"dicabut ijin usaha,tetapi masih berjalan ya pada bae",0,neutral
341,Semoga bener....ada yg cengar cengir...minggir kalian pejabat warisan Mulyono 😂,1,positive
342,"Alhamdulillah,... pelan2 pak, tapi pasti, mungkin dg bapak prabowo, rakyat mulai ada pencerahan utk bangun lagi",-1,negative
343,Pastikan dilapangan pencabutan izin dipatuhi....,0,neutral
344,tambang naga98 raja jowi di tutup😮,-1,negative
345,"Si bahlul nangis tuh sampingmu😂,yg selama ini kongkalikong Mulyono yg nikmati hasilnya",-1,negative
346,"Omonganya ngedabrus nanti diam2  aktifkan kembali tambang tsb, menunggu  rakyat lupa.",-1,negative
347,Pecat aja bahlil . Emang nya presiden gk tau,0,neutral
348,Itu bahlol matanya sayu x brooo😂😂😂,-1,negative
349,Akan,0,neutral
350,Duh Bahlil berkurang cuane..,-1,negative
351,"UDAH DI CABUT BLUM,MASIH AKAN DI CABUT,KAYAKNYA OMON OMON LG NIHHHHH😂😂😂😂😂😂WOK WOKKKKKK😂😂😂😂😂😂",1,positive
352,proses....🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,0,neutral
353,"Subhanalloh Walhamdulillah... Kbar yg baik 
. Bpk Prabowo  mulai beranjak tegas 👍👍💪💪",-1,negative
354,"Kata si bahlil ada lima,,kenapa gk semua di cabut,,jangan hanya di cabut beresikan semua peralatanya,,dan periksa si bahlil,,klo nindak itu yg jelas dan tuntas,,jangan seperti pagar laut,,hanya dagelan saja,,janganlah bikin sandiwara jangan bohongi rakyat,,jangan tipu rakyat,,gk kasihankah sama rakyat,,",-1,negative
355,Planga plongo aja si bahlul,0,neutral
356,PAK PRABOWO ( PRESIDEN ) 👍,1,positive
357,Hlo kok gitu sih ... Yang dulu ngijinin jadi tersinggung dong  ... Harusnya penjarain juga,-1,negative
358,"Alhamdulillah, ayooo pak unjuk gigi jgn bikin kendor si Luhut, Bobby, Jokowi dan keluarganya",0,neutral
359,Ada 4 perusahaan yg dicabut izinnya.. emang ada brp perusahaan yg garap itu lahan..?? Cuma 4 atau ada lagi yg lain yg masih diberi izin..??,-1,negative
360,"Maaf bapak presiden,yg ber bau geng solo tolong di ganti.",-1,negative
361,Sutdara nya luar biasa,-1,negative
362,Setuju & Keputusan yg tepat,0,neutral
363,Alhamdulliah,0,neutral
364,"😊😊😂😂❤❤❤❤
YAYAYAAA....
* TIDAK CUKUP HANYA MENUTUP TAMBANG NIKEL DI RAJA AMPAT PAPUA",1,positive
365,"Alhamdulillah,semoga bapak presiden selalu sehat dan sukses selalu",1,positive
366,Agak telat😮,-1,negative
367,"Saran saya jangan hanya mencabut, tapi pastikan peralatan mereka tidak ada di sana🤔",-1,negative
368,"Alhamdulillaaaaa.....tapi diusit juga oknum² yg terlibat didalam nya, tidak terkecuali Luhut dan Bobby menantu Jokowi.",0,neutral
369,Ya orang udah abis tambang nya,0,neutral
370,"Giliran rakyat sudah ngamuk, baru dicabut ! 😂😂😂. 
Pejabat2 RAKUS dilindungi, rakyat kelaparan di biarkan. 
Mau dibawa kemana negara ini???! 
Negara kaya Raya, surga dunia, rakyatnya melarat...
IRONIS sekali Negeri ini !!!...""",-1,negative
371,Ini baru keputusan yang membuat INDONESIA MENYALA...MANTAP PRESIDENKU PRABOWO SUBIANTO...💪💪💪,1,positive
372,Termasuk bahlul ladala juga,-1,negative
373,"KLO ga di demo..raja Ampat dan org2nya terus di makan oknum2 pejabat pemerintah😂😂😂
Bahlul bahlul😂😂😂😂",1,positive
374,"Omon omon doang Bulan 8 Operasi Kembali...Pagar Laut belum jelas , serta Muka Bahlil aja biasa Aja 😂😂😂😂",1,positive
375,Udah rusak dan demo dulu baru wowo bertindak.ciba klu tak demo pasti masih jln terus kan.knp yah selalu terlambat.,-1,negative
376,Usut tuntas bahlil dulu bung lihat wajah bahlil muna skli,1,positive
377,Udah salah lagi aja presiden .. itu yg buat presiden sebelum2 nya . Baca dulu sejarah nya gimna .. mangkan nya ijin di cabut,-1,negative
378,Di kasih ijin 2017 sama si wiwi,0,neutral
379,"Hukum internasional sih ini masuknya,  mencoreng mata seluruh dunia yang diakui UNESCO, ekosistem yang paling lengkap ada disana apalagi lautnya",-1,negative
380,"pecat bahlil,,  sudah selesai",-1,negative
381,"Semangat pak Hanif, jangan takut sama  si bahlul,",-1,negative
382,Selama ini pemerintah ada Di mana,-1,negative
383,Semoga tidak hanya tegas di medsos  ayo penegak hukum proses  tangkap semua yng terlibat  negeri sangat rusak oleh oknum berdasi yng rakus  mengatas nama kan meningkat kan ekonomi masarakat kalau seperti ini siapa yang salah apa kah masih bilang Orba  Gusdur pak SBY atau persiden sekarang,-1,negative
384,Negara Yg Bikin UUD larangan tambang d pulau kecil pejabat menteri pula yg mengingkari,-1,negative
385,"Cabut juga ijin PT. GAG

KEMBALIKAN TAMBANG pada NEGARA bukan PENGUASA DAN PENGUSAHA

mendesak dibentuk ya BADAN LINGKUNGAN HIDUP yang independen berhak dan wajib MENUNTUT perusak lingkungan.",-1,negative
386,Tngkap pejabat menteri mantan presiden jika trlibat pnjarahan n prusakan sda Nkri berkedok tambang,-1,negative
387,"Saatnya Menanti langkah hukum jaksa agung
Yang bisa menghitung Kerugian negara 
Macam kerugian negara tom lembong dan pertamina
😂😂😂
😂😂😂",1,positive
388,Cabut permanen tambang nikel di Raja Ampat terbukti melanggar peraturan larangan tambang dipulau2 kecil. Tangkap pejabat pemberi ijin seret kepenjara pasti ada unsur pidana dalam pemberian ijin,-1,negative
389,"Yg bikin curiga,kekayaan alam d jual keluar ngri, hmpr semua pulau d jual,tpi hutang nambh trs(jdi duit psti tdk masuk kas ngra)/korupsi",-1,negative
390,"Negara dapat apa...!?
  Untuk memakmurkan rakyat dan membayar hutang..hutang negara.

    Kalau kekayaan alam negara dikuasai para pejabat atas nama perizinan yang tidak MENGUNTUNGKAN negara dan rakyat di sekitar raja ampat.",-1,negative
391,Ngibulin,0,neutral
392,"Sekarang kepedulian lingkungan banyak digerakkan oleh NGO dan swasembada masyarakat, karna pemerintah ga peduli",-1,negative
393,"hah sekarang nu udah jadi budak tambang,bener kita boleh manfaatin tambang TAPI TAMBANG MANA DI INDONESIA YANG DIURUS LINGKUNGANYA SETELAH TAMBANG GAK ADA KALO PUN ADA DIKIT!!!😅, KEBANYAKAN DITINGGALIN TANDUS,SUNGAI TERCEMAR,IKAN-IKAN ILANG HAH KAYAKNYA GARA GARA KEBAGIAN FULUS FULUS/DUIT-DUIT",-1,negative
